star_min,gene_symbol,gene_id,mondo_id,variant_count
2,LOC111674477,NCBIGene:111674477,MONDO:0009061,3
2,LOC112840921,NCBIGene:112840921,MONDO:0019497,1
2,LOC113633877,NCBIGene:113633877,MONDO:0009061,1
2,LOC113664106,NCBIGene:113664106,MONDO:0009061,10
2,LOC113939944,NCBIGene:113939944,MONDO:0007947,4
2,LOC123956210,NCBIGene:123956210,MONDO:0010134,1
2,LOC126805612,NCBIGene:126805612,MONDO:0014222,1
2,LOC126805793,NCBIGene:126805793,MONDO:0800406,7
2,LOC126861615,NCBIGene:126861615,MONDO:0009861,36
2,LOC126861897,NCBIGene:126861897,MONDO:0005045,2
2,LOC126861898,NCBIGene:126861898,MONDO:0005045,8
2,LOC126862124,NCBIGene:126862124,MONDO:0007947,3
2,LOC126862483,NCBIGene:126862483,MONDO:0018875,1
2,LOC126862571,NCBIGene:126862571,MONDO:0011450,403
2,LOC126863274,NCBIGene:126863274,MONDO:0010315,6
2,LOC128772254,NCBIGene:128772254,MONDO:0800472,4
2,LOC129936471,NCBIGene:129936471,MONDO:0005835,1
2,LOC130056921,NCBIGene:130056921,MONDO:0015152,1
2,LOC130060113,NCBIGene:130060113,MONDO:0008723,9
2,LOC130060983,NCBIGene:130060983,MONDO:0100326,6
2,LOC130061043,NCBIGene:130061043,MONDO:0100326,4
2,LOC130061044,NCBIGene:130061044,MONDO:0100326,6
2,LOC130061045,NCBIGene:130061045,MONDO:0100326,5
2,LOC130062945,NCBIGene:130062945,MONDO:0012999,16
2,LOC130067016,NCBIGene:130067016,MONDO:0021060,1
2,LOC130068098,NCBIGene:130068098,MONDO:0100437,4
2,LOC130068854,NCBIGene:130068854,MONDO:0010726,1
2,LRRC56,NCBIGene:115399,MONDO:0009026,1
2,LRRC56,NCBIGene:115399,MONDO:0018997,1
2,LRRC56,NCBIGene:115399,MONDO:0021060,3
2,LZTR1,NCBIGene:8216,MONDO:0021060,14
2,MAP2K1,NCBIGene:5604,MONDO:0015280,3
2,MAP2K1,NCBIGene:5604,MONDO:0021060,9
2,MAP2K2,NCBIGene:5605,MONDO:0015280,2
2,MAP2K2,NCBIGene:5605,MONDO:0021060,4
2,MECP2,NCBIGene:4204,MONDO:0010726,43
2,MHRT,NCBIGene:104564225,MONDO:0005045,2
2,MIR6886,NCBIGene:102465534,MONDO:0007750,4
2,MLH1,NCBIGene:4292,MONDO:0005835,513
2,MLH1,NCBIGene:4292,MONDO:0007356,29
2,MRAS,NCBIGene:22808,MONDO:0021060,4
2,MSH2,NCBIGene:4436,MONDO:0005835,436
2,MSH2,NCBIGene:4436,MONDO:0007356,20
2,MSH6,NCBIGene:2956,MONDO:0005835,169
2,MSH6,NCBIGene:2956,MONDO:0007356,7
2,MT-ATP6,NCBIGene:4508,MONDO:0044970,14
2,MT-ATP8,NCBIGene:4509,MONDO:0044970,3
2,MT-CO1,NCBIGene:4512,MONDO:0044970,5
2,MT-CO2,NCBIGene:4513,MONDO:0044970,5
2,MT-CO3,NCBIGene:4514,MONDO:0044970,5
2,MT-CYB,NCBIGene:4519,MONDO:0044970,3
2,MT-ND1,NCBIGene:4535,MONDO:0044970,12
2,MT-ND2,NCBIGene:4536,MONDO:0044970,3
2,MT-ND3,NCBIGene:4537,MONDO:0044970,5
2,MT-ND4,NCBIGene:4538,MONDO:0044970,3
2,MT-ND4L,NCBIGene:4539,MONDO:0044970,1
2,MT-ND5,NCBIGene:4540,MONDO:0044970,8
2,MT-ND6,NCBIGene:4541,MONDO:0044970,11
2,MT-RNR1,NCBIGene:4549,MONDO:0044970,3
2,MT-RNR2,NCBIGene:4550,MONDO:0044970,1
2,MT-TA,NCBIGene:4553,MONDO:0044970,2
2,MT-TC,NCBIGene:4511,MONDO:0044970,2
2,MT-TE,NCBIGene:4556,MONDO:0044970,2
2,MT-TF,NCBIGene:4558,MONDO:0044970,2
2,MT-TH,NCBIGene:4564,MONDO:0044970,2
2,MT-TI,NCBIGene:4565,MONDO:0044970,1
2,MT-TK,NCBIGene:4566,MONDO:0044970,5
2,MT-TL1,NCBIGene:4567,MONDO:0044970,13
2,MT-TL2,NCBIGene:4568,MONDO:0044970,2
2,MT-TM,NCBIGene:4569,MONDO:0044970,1
2,MT-TN,NCBIGene:4570,MONDO:0044970,3
2,MT-TP,NCBIGene:4571,MONDO:0044970,1
2,MT-TS1,NCBIGene:4574,MONDO:0044970,8
2,MT-TS2,NCBIGene:4575,MONDO:0044970,1
2,MT-TT,NCBIGene:4576,MONDO:0044970,1
2,MT-TV,NCBIGene:4577,MONDO:0044970,2
2,MT-TW,NCBIGene:4578,MONDO:0044970,3
2,MTM1,NCBIGene:4534,MONDO:0010683,2
2,MTM1,NCBIGene:4534,MONDO:0018947,10
2,MTOR,NCBIGene:2475,MONDO:0100283,10
2,MYBPC3,NCBIGene:4607,MONDO:0005045,4
2,MYH7,NCBIGene:4625,MONDO:0005021,7
2,MYH7,NCBIGene:4625,MONDO:0005045,45
2,MYL2,NCBIGene:4633,MONDO:0005045,1
2,MYO15A,NCBIGene:51168,MONDO:0010860,1
2,MYO15A,NCBIGene:51168,MONDO:0019497,8
2,MYO6,NCBIGene:4646,MONDO:0019497,2
2,MYO7A,NCBIGene:4647,MONDO:0010168,1
2,MYO7A,NCBIGene:4647,MONDO:0019497,4
2,MYO7A,NCBIGene:4647,MONDO:0019501,13
2,MYO7A,NCBIGene:4647,MONDO:0700087,1
2,MYOC,NCBIGene:4653,MONDO:0005338,49
2,NEB,NCBIGene:4703,MONDO:0018958,8
2,NRAS,NCBIGene:4893,MONDO:0018997,1
2,NRAS,NCBIGene:4893,MONDO:0021060,4
2,OTOF,NCBIGene:9381,MONDO:0010986,2
2,OTOF,NCBIGene:9381,MONDO:0019497,5
2,PAH,NCBIGene:5053,MONDO:0009861,610
2,PALB2,NCBIGene:79728,MONDO:0700272,16
2,PDHA1,NCBIGene:5160,MONDO:0019169,5
2,PIK3CA,NCBIGene:5290,MONDO:0100283,5
2,PIK3CD,NCBIGene:5293,MONDO:0014222,12
2,PIK3R2,NCBIGene:5296,MONDO:0100283,1
2,PKIG,NCBIGene:11142,MONDO:0007064,1
2,PMS2,NCBIGene:5395,MONDO:0005835,49
2,PMS2,NCBIGene:5395,MONDO:0007356,1
2,POLG,NCBIGene:5428,MONDO:0044970,8
2,PPP1CB,NCBIGene:5500,MONDO:0021060,5
2,PTEN,NCBIGene:5728,MONDO:0017623,136
2,PTPN11,NCBIGene:5781,MONDO:0007893,2
2,PTPN11,NCBIGene:5781,MONDO:0018997,4
2,PTPN11,NCBIGene:5781,MONDO:0020297,2
2,PTPN11,NCBIGene:5781,MONDO:0021060,12
2,RAF1,NCBIGene:5894,MONDO:0018997,2
2,RAF1,NCBIGene:5894,MONDO:0021060,9
2,RAG1,NCBIGene:5896,MONDO:0000572,19
2,RAG2,NCBIGene:5897,MONDO:0000573,18
2,RIF1,NCBIGene:55183,MONDO:0018958,1
2,RIT1,NCBIGene:6016,MONDO:0021060,1
2,RMRP,NCBIGene:6023,MONDO:0009595,15
2,RPE65,NCBIGene:6121,MONDO:0100368,155
2,RPGR,NCBIGene:6103,MONDO:0100437,157
2,RRAS2,NCBIGene:22800,MONDO:0018997,1
2,RRAS2,NCBIGene:22800,MONDO:0021060,1
2,RS1,NCBIGene:6247,MONDO:0010725,55
2,RUNX1,NCBIGene:861,MONDO:0011071,210
2,RUNX1,NCBIGene:861,MONDO:0100083,9
2,RUNX1-AS1,NCBIGene:124905014,MONDO:0011071,75
2,RUNX1-AS1,NCBIGene:124905014,MONDO:0100083,2
2,RYR1,NCBIGene:6261,MONDO:0007783,80
2,RYR1,NCBIGene:6261,MONDO:0018493,13
2,RYR1,NCBIGene:6261,MONDO:0100150,21
2,SCN1A,NCBIGene:6323,MONDO:0018214,3
2,SCN1A,NCBIGene:6323,MONDO:0100135,4
2,SCN1B,NCBIGene:6324,MONDO:0100062,1
2,SCN2A,NCBIGene:6326,MONDO:0100038,10
2,SCN3A,NCBIGene:6328,MONDO:0100620,2
2,SCN8A,NCBIGene:6334,MONDO:0100038,9
2,SEPT5-GP1BB,NCBIGene:100526833,MONDO:0009276,20
2,SERPINC1,NCBIGene:462,MONDO:0013144,45
2,SGCA,NCBIGene:6442,MONDO:0015152,28
2,SGCB,NCBIGene:6443,MONDO:0015152,8
2,SGCD,NCBIGene:6444,MONDO:0015152,2
2,SGCG,NCBIGene:6445,MONDO:0009677,1
2,SGCG,NCBIGene:6445,MONDO:0015152,9
2,SHOC2,NCBIGene:8036,MONDO:0021060,1
2,SHOC2,NCBIGene:8036,MONDO:0054637,1
2,SLC26A1,NCBIGene:10861,MONDO:0001586,20
2,SLC26A4,NCBIGene:5172,MONDO:0010134,14
2,SLC6A8,NCBIGene:6535,MONDO:0010305,82
2,SLC9A6,NCBIGene:10479,MONDO:0010278,3
2,SNHG14,NCBIGene:104472715,MONDO:0007113,11
2,SOS1,NCBIGene:6654,MONDO:0018997,8
2,SOS1,NCBIGene:6654,MONDO:0020297,5
2,SOS1,NCBIGene:6654,MONDO:0021060,1
2,SOS2,NCBIGene:6655,MONDO:0021060,1
2,TBCEL-TECTA,NCBIGene:116804918,MONDO:0019497,1
2,TCF4,NCBIGene:6925,MONDO:0012589,16
2,TECTA,NCBIGene:7007,MONDO:0019497,1
2,TNNI3,NCBIGene:7137,MONDO:0005045,3
2,TNNT2,NCBIGene:7139,MONDO:0005045,3
2,TP53,NCBIGene:7157,MONDO:0007903,4
2,TP53,NCBIGene:7157,MONDO:0018875,67
2,UBE3A,NCBIGene:7337,MONDO:0007113,15
2,USH2A,NCBIGene:7399,MONDO:0019118,2
2,USH2A,NCBIGene:7399,MONDO:0019501,20
2,USH2A-AS1,NCBIGene:105372918,MONDO:0019501,2
2,USH2A-AS2,NCBIGene:102723833,MONDO:0019118,1
2,USH2A-AS2,NCBIGene:102723833,MONDO:0019501,3
2,VHL,NCBIGene:7428,MONDO:0008667,15
2,VWF,NCBIGene:7450,MONDO:0013304,3
2,VWF,NCBIGene:7450,MONDO:0015628,18
2,VWF,NCBIGene:7450,MONDO:0015629,14
2,VWF,NCBIGene:7450,MONDO:0015630,11
2,VWF,NCBIGene:7450,MONDO:0015631,9
2,VWF,NCBIGene:7450,MONDO:0019565,2
2,WRAP53,NCBIGene:55135,MONDO:0018875,1
3,ABCA4,NCBIGene:24,MONDO:0800406,82
3,ACADVL,NCBIGene:37,MONDO:0008723,167
3,ACTA1,NCBIGene:58,MONDO:0100084,33
3,ACTC1,NCBIGene:70,MONDO:0005045,2
3,ACVRL1,NCBIGene:94,MONDO:0010880,12
3,ADA,NCBIGene:100,MONDO:0007064,27
3,AIPL1,NCBIGene:23746,MONDO:0100438,22
3,AKT3,NCBIGene:10000,MONDO:0100283,1
3,ANO5,NCBIGene:203859,MONDO:0015152,16
3,APC,NCBIGene:324,MONDO:0021055,1
3,APC,NCBIGene:324,MONDO:0021056,51
3,ATM,NCBIGene:472,MONDO:0700270,93
3,BMPR2,NCBIGene:659,MONDO:0015924,42
3,BRAF,NCBIGene:673,MONDO:0015280,4
3,BRAF,NCBIGene:673,MONDO:0020297,6
3,BRAF,NCBIGene:673,MONDO:0021060,14
3,BRCA1,NCBIGene:672,MONDO:0011450,2222
3,BRCA1,NCBIGene:672,MONDO:0700268,49
3,BRCA2,NCBIGene:675,MONDO:0012933,2666
3,BRCA2,NCBIGene:675,MONDO:0700269,36
3,C11orf65,NCBIGene:160140,MONDO:0700270,37
3,C12orf43,NCBIGene:64897,MONDO:0015967,8
3,CAPN3,NCBIGene:825,MONDO:0015152,80
3,CCDC40,NCBIGene:55036,MONDO:0009290,1
3,CDH1,NCBIGene:999,MONDO:0100488,153
3,CDH23,NCBIGene:64072,MONDO:0019497,2
3,CDH23,NCBIGene:64072,MONDO:0019501,1
3,CDH23,NCBIGene:64072,MONDO:0020678,1
3,CDH23-AS1,NCBIGene:102723377,MONDO:0019501,1
3,CDKL5,NCBIGene:6792,MONDO:0010725,35
3,CDKL5,NCBIGene:6792,MONDO:0100039,28
3,CFTR,NCBIGene:1080,MONDO:0009061,369
3,CFTR-AS1,NCBIGene:111082987,MONDO:0009061,34
3,CFTR-AS2,NCBIGene:140577507,MONDO:0009061,82
3,COCH,NCBIGene:1690,MONDO:0011058,1
3,COCH,NCBIGene:1690,MONDO:0019497,1
3,COCH-AS1,NCBIGene:100506071,MONDO:0011058,1
3,COCH-AS1,NCBIGene:100506071,MONDO:0019497,1
3,CTLA4,NCBIGene:1493,MONDO:0014493,15
3,CYP1B1,NCBIGene:1545,MONDO:0800472,35
3,DCLRE1C,NCBIGene:64421,MONDO:0011225,22
3,DICER1,NCBIGene:23405,MONDO:0100216,40
3,DLG4,NCBIGene:1742,MONDO:0008723,1
3,DNM2,NCBIGene:1785,MONDO:0018947,12
3,DVL2,NCBIGene:1856,MONDO:0008723,2
3,DYSF,NCBIGene:8291,MONDO:0015152,188
3,DYSF,NCBIGene:8291,MONDO:0016971,3
3,EFCAB13-DT,NCBIGene:102724508,MONDO:0100326,7
3,ENG,NCBIGene:2022,MONDO:0008535,12
3,ETHE1,NCBIGene:23474,MONDO:0011229,5
3,F8,NCBIGene:2157,MONDO:0010602,54
3,F9,NCBIGene:2158,MONDO:0010604,44
3,FBN1,NCBIGene:2200,MONDO:0007947,94
3,FOXG1,NCBIGene:2290,MONDO:0100040,14
3,FOXN1,NCBIGene:8456,MONDO:0011132,29
3,GAA,NCBIGene:2548,MONDO:0009290,296
3,GAMT,NCBIGene:2593,MONDO:0012999,69
3,GATM,NCBIGene:2628,MONDO:0012996,12
3,GCK,NCBIGene:2645,MONDO:0007453,12
3,GCK,NCBIGene:2645,MONDO:0015967,359
3,GJB2,NCBIGene:2706,MONDO:0019497,20
3,GJD2-DT,NCBIGene:101928174,MONDO:0005045,2
3,GP1BA,NCBIGene:2811,MONDO:0009276,44
3,GP1BB,NCBIGene:2812,MONDO:0009276,20
3,GP9,NCBIGene:2815,MONDO:0009276,16
3,GUCY2D,NCBIGene:3000,MONDO:0100453,39
3,HBA1,NCBIGene:3039,MONDO:0100562,1
3,HBA2,NCBIGene:3040,MONDO:0100562,8
3,HBB,NCBIGene:3043,MONDO:0013517,11
3,HNF1A,NCBIGene:6927,MONDO:0015967,231
3,HNF4A,NCBIGene:3172,MONDO:0015967,102
3,HRAS,NCBIGene:3265,MONDO:0009026,1
3,HRAS,NCBIGene:3265,MONDO:0018997,1
3,HRAS,NCBIGene:3265,MONDO:0021060,3
3,IDUA,NCBIGene:3425,MONDO:0001586,121
3,IL2RG,NCBIGene:3561,MONDO:0010315,34
3,IL7R,NCBIGene:3575,MONDO:0012163,12
3,ITGA2B,NCBIGene:3674,MONDO:0100326,222
3,ITGB3,NCBIGene:3690,MONDO:0100326,146
3,JAK3,NCBIGene:3718,MONDO:0010938,10
3,KCNQ1,NCBIGene:3784,MONDO:0100316,9
3,KCNQ4,NCBIGene:9132,MONDO:0019497,3
3,KRAS,NCBIGene:3845,MONDO:0015280,1
3,KRAS,NCBIGene:3845,MONDO:0018997,2
3,KRAS,NCBIGene:3845,MONDO:0021060,5
3,LDLR,NCBIGene:3949,MONDO:0007750,200
3,LDLR-AS1,NCBIGene:115271120,MONDO:0007750,8
3,LOC102723566,NCBIGene:102723566,MONDO:0008535,7
3,LOC102724058,NCBIGene:102724058,MONDO:0018214,1
3,LOC102724058,NCBIGene:102724058,MONDO:0100135,2
3,LOC106099062,NCBIGene:106099062,MONDO:0013517,7
3,LOC106721785,NCBIGene:106721785,MONDO:0700269,1
3,LOC106804612,NCBIGene:106804612,MONDO:0100562,8
3,LOC107133510,NCBIGene:107133510,MONDO:0013517,11
3,LOC107303340,NCBIGene:107303340,MONDO:0008667,8
3,LOC107303343,NCBIGene:107303343,MONDO:0007064,1
3,LOC110006319,NCBIGene:110006319,MONDO:0013517,4
3,LOC110121121,NCBIGene:110121121,MONDO:0015152,1
3,LOC111674463,NCBIGene:111674463,MONDO:0009061,1
3,LOC111674472,NCBIGene:111674472,MONDO:0009061,35
3,LOC111674475,NCBIGene:111674475,MONDO:0009061,20
3,LOC111674477,NCBIGene:111674477,MONDO:0009061,3
3,LOC112840921,NCBIGene:112840921,MONDO:0019497,1
3,LOC113633877,NCBIGene:113633877,MONDO:0009061,1
3,LOC113664106,NCBIGene:113664106,MONDO:0009061,10
3,LOC113939944,NCBIGene:113939944,MONDO:0007947,4
3,LOC123956210,NCBIGene:123956210,MONDO:0010134,1
3,LOC126805612,NCBIGene:126805612,MONDO:0014222,1
3,LOC126805793,NCBIGene:126805793,MONDO:0800406,7
3,LOC126861615,NCBIGene:126861615,MONDO:0009861,36
3,LOC126861897,NCBIGene:126861897,MONDO:0005045,2
3,LOC126861898,NCBIGene:126861898,MONDO:0005045,8
3,LOC126862124,NCBIGene:126862124,MONDO:0007947,3
3,LOC126862483,NCBIGene:126862483,MONDO:0018875,1
3,LOC126862571,NCBIGene:126862571,MONDO:0011450,403
3,LOC126863274,NCBIGene:126863274,MONDO:0010315,6
3,LOC128772254,NCBIGene:128772254,MONDO:0800472,4
3,LOC129936471,NCBIGene:129936471,MONDO:0005835,1
3,LOC130056921,NCBIGene:130056921,MONDO:0015152,1
3,LOC130060113,NCBIGene:130060113,MONDO:0008723,9
3,LOC130060983,NCBIGene:130060983,MONDO:0100326,6
3,LOC130061043,NCBIGene:130061043,MONDO:0100326,4
3,LOC130061044,NCBIGene:130061044,MONDO:0100326,6
3,LOC130061045,NCBIGene:130061045,MONDO:0100326,5
3,LOC130062945,NCBIGene:130062945,MONDO:0012999,16
3,LOC130067016,NCBIGene:130067016,MONDO:0021060,1
3,LOC130068098,NCBIGene:130068098,MONDO:0100437,4
3,LOC130068854,NCBIGene:130068854,MONDO:0010726,1
3,LRRC56,NCBIGene:115399,MONDO:0009026,1
3,LRRC56,NCBIGene:115399,MONDO:0018997,1
3,LRRC56,NCBIGene:115399,MONDO:0021060,3
3,LZTR1,NCBIGene:8216,MONDO:0021060,14
3,MAP2K1,NCBIGene:5604,MONDO:0015280,3
3,MAP2K1,NCBIGene:5604,MONDO:0021060,9
3,MAP2K2,NCBIGene:5605,MONDO:0015280,2
3,MAP2K2,NCBIGene:5605,MONDO:0021060,4
3,MECP2,NCBIGene:4204,MONDO:0010726,43
3,MHRT,NCBIGene:104564225,MONDO:0005045,2
3,MIR6886,NCBIGene:102465534,MONDO:0007750,4
3,MLH1,NCBIGene:4292,MONDO:0005835,513
3,MLH1,NCBIGene:4292,MONDO:0007356,29
3,MRAS,NCBIGene:22808,MONDO:0021060,4
3,MSH2,NCBIGene:4436,MONDO:0005835,436
3,MSH2,NCBIGene:4436,MONDO:0007356,20
3,MSH6,NCBIGene:2956,MONDO:0005835,169
3,MSH6,NCBIGene:2956,MONDO:0007356,7
3,MT-ATP6,NCBIGene:4508,MONDO:0044970,14
3,MT-ATP8,NCBIGene:4509,MONDO:0044970,3
3,MT-CO1,NCBIGene:4512,MONDO:0044970,5
3,MT-CO2,NCBIGene:4513,MONDO:0044970,5
3,MT-CO3,NCBIGene:4514,MONDO:0044970,5
3,MT-CYB,NCBIGene:4519,MONDO:0044970,3
3,MT-ND1,NCBIGene:4535,MONDO:0044970,12
3,MT-ND2,NCBIGene:4536,MONDO:0044970,3
3,MT-ND3,NCBIGene:4537,MONDO:0044970,5
3,MT-ND4,NCBIGene:4538,MONDO:0044970,3
3,MT-ND4L,NCBIGene:4539,MONDO:0044970,1
3,MT-ND5,NCBIGene:4540,MONDO:0044970,8
3,MT-ND6,NCBIGene:4541,MONDO:0044970,11
3,MT-RNR1,NCBIGene:4549,MONDO:0044970,3
3,MT-RNR2,NCBIGene:4550,MONDO:0044970,1
3,MT-TA,NCBIGene:4553,MONDO:0044970,2
3,MT-TC,NCBIGene:4511,MONDO:0044970,2
3,MT-TE,NCBIGene:4556,MONDO:0044970,2
3,MT-TF,NCBIGene:4558,MONDO:0044970,2
3,MT-TH,NCBIGene:4564,MONDO:0044970,2
3,MT-TI,NCBIGene:4565,MONDO:0044970,1
3,MT-TK,NCBIGene:4566,MONDO:0044970,5
3,MT-TL1,NCBIGene:4567,MONDO:0044970,13
3,MT-TL2,NCBIGene:4568,MONDO:0044970,2
3,MT-TM,NCBIGene:4569,MONDO:0044970,1
3,MT-TN,NCBIGene:4570,MONDO:0044970,3
3,MT-TP,NCBIGene:4571,MONDO:0044970,1
3,MT-TS1,NCBIGene:4574,MONDO:0044970,8
3,MT-TS2,NCBIGene:4575,MONDO:0044970,1
3,MT-TT,NCBIGene:4576,MONDO:0044970,1
3,MT-TV,NCBIGene:4577,MONDO:0044970,2
3,MT-TW,NCBIGene:4578,MONDO:0044970,3
3,MTM1,NCBIGene:4534,MONDO:0010683,2
3,MTM1,NCBIGene:4534,MONDO:0018947,10
3,MTOR,NCBIGene:2475,MONDO:0100283,10
3,MYBPC3,NCBIGene:4607,MONDO:0005045,4
3,MYH7,NCBIGene:4625,MONDO:0005021,7
3,MYH7,NCBIGene:4625,MONDO:0005045,45
3,MYL2,NCBIGene:4633,MONDO:0005045,1
3,MYO15A,NCBIGene:51168,MONDO:0010860,1
3,MYO15A,NCBIGene:51168,MONDO:0019497,8
3,MYO6,NCBIGene:4646,MONDO:0019497,2
3,MYO7A,NCBIGene:4647,MONDO:0010168,1
3,MYO7A,NCBIGene:4647,MONDO:0019497,4
3,MYO7A,NCBIGene:4647,MONDO:0019501,13
3,MYO7A,NCBIGene:4647,MONDO:0700087,1
3,MYOC,NCBIGene:4653,MONDO:0005338,49
3,NEB,NCBIGene:4703,MONDO:0018958,8
3,NRAS,NCBIGene:4893,MONDO:0018997,1
3,NRAS,NCBIGene:4893,MONDO:0021060,4
3,OTOF,NCBIGene:9381,MONDO:0010986,2
3,OTOF,NCBIGene:9381,MONDO:0019497,5
3,PAH,NCBIGene:5053,MONDO:0009861,610
3,PALB2,NCBIGene:79728,MONDO:0700272,16
