star_min,gene_symbol,gene_id,mondo_id,variant_count
3,PDHA1,NCBIGene:5160,MONDO:0019169,5
3,PIK3CA,NCBIGene:5290,MONDO:0100283,5
3,PIK3CD,NCBIGene:5293,MONDO:0014222,12
3,PIK3R2,NCBIGene:5296,MONDO:0100283,1
3,PKIG,NCBIGene:11142,MONDO:0007064,1
3,PMS2,NCBIGene:5395,MONDO:0005835,49
3,PMS2,NCBIGene:5395,MONDO:0007356,1
3,POLG,NCBIGene:5428,MONDO:0044970,8
3,PPP1CB,NCBIGene:5500,MONDO:0021060,5
3,PTEN,NCBIGene:5728,MONDO:0017623,136
3,PTPN11,NCBIGene:5781,MONDO:0007893,2
3,PTPN11,NCBIGene:5781,MONDO:0018997,4
3,PTPN11,NCBIGene:5781,MONDO:0020297,2
3,PTPN11,NCBIGene:5781,MONDO:0021060,12
3,RAF1,NCBIGene:5894,MONDO:0018997,2
3,RAF1,NCBIGene:5894,MONDO:0021060,9
3,RAG1,NCBIGene:5896,MONDO:0000572,19
3,RAG2,NCBIGene:5897,MONDO:0000573,18
3,RIF1,NCBIGene:55183,MONDO:0018958,1
3,RIT1,NCBIGene:6016,MONDO:0021060,1
3,RMRP,NCBIGene:6023,MONDO:0009595,15
3,RPE65,NCBIGene:6121,MONDO:0100368,155
3,RPGR,NCBIGene:6103,MONDO:0100437,157
3,RRAS2,NCBIGene:22800,MONDO:0018997,1
3,RRAS2,NCBIGene:22800,MONDO:0021060,1
3,RS1,NCBIGene:6247,MONDO:0010725,55
3,RUNX1,NCBIGene:861,MONDO:0011071,210
3,RUNX1,NCBIGene:861,MONDO:0100083,9
3,RUNX1-AS1,NCBIGene:124905014,MONDO:0011071,75
3,RUNX1-AS1,NCBIGene:124905014,MONDO:0100083,2
3,RYR1,NCBIGene:6261,MONDO:0007783,80
3,RYR1,NCBIGene:6261,MONDO:0018493,13
3,RYR1,NCBIGene:6261,MONDO:0100150,21
3,SCN1A,NCBIGene:6323,MONDO:0018214,3
3,SCN1A,NCBIGene:6323,MONDO:0100135,4
3,SCN1B,NCBIGene:6324,MONDO:0100062,1
3,SCN2A,NCBIGene:6326,MONDO:0100038,10
3,SCN3A,NCBIGene:6328,MONDO:0100620,2
3,SCN8A,NCBIGene:6334,MONDO:0100038,9
3,SEPT5-GP1BB,NCBIGene:100526833,MONDO:0009276,20
3,SERPINC1,NCBIGene:462,MONDO:0013144,45
3,SGCA,NCBIGene:6442,MONDO:0015152,28
3,SGCB,NCBIGene:6443,MONDO:0015152,8
3,SGCD,NCBIGene:6444,MONDO:0015152,2
3,SGCG,NCBIGene:6445,MONDO:0009677,1
3,SGCG,NCBIGene:6445,MONDO:0015152,9
3,SHOC2,NCBIGene:8036,MONDO:0021060,1
3,SHOC2,NCBIGene:8036,MONDO:0054637,1
3,SLC26A1,NCBIGene:10861,MONDO:0001586,20
3,SLC26A4,NCBIGene:5172,MONDO:0010134,14
3,SLC6A8,NCBIGene:6535,MONDO:0010305,82
3,SLC9A6,NCBIGene:10479,MONDO:0010278,3
3,SNHG14,NCBIGene:104472715,MONDO:0007113,11
3,SOS1,NCBIGene:6654,MONDO:0018997,8
3,SOS1,NCBIGene:6654,MONDO:0020297,5
3,SOS1,NCBIGene:6654,MONDO:0021060,1
3,SOS2,NCBIGene:6655,MONDO:0021060,1
3,TBCEL-TECTA,NCBIGene:116804918,MONDO:0019497,1
3,TCF4,NCBIGene:6925,MONDO:0012589,16
3,TECTA,NCBIGene:7007,MONDO:0019497,1
3,TNNI3,NCBIGene:7137,MONDO:0005045,3
3,TNNT2,NCBIGene:7139,MONDO:0005045,3
3,TP53,NCBIGene:7157,MONDO:0007903,4
3,TP53,NCBIGene:7157,MONDO:0018875,67
3,UBE3A,NCBIGene:7337,MONDO:0007113,15
3,USH2A,NCBIGene:7399,MONDO:0019118,2
3,USH2A,NCBIGene:7399,MONDO:0019501,20
3,USH2A-AS1,NCBIGene:105372918,MONDO:0019501,2
3,USH2A-AS2,NCBIGene:102723833,MONDO:0019118,1
3,USH2A-AS2,NCBIGene:102723833,MONDO:0019501,3
3,VHL,NCBIGene:7428,MONDO:0008667,15
3,VWF,NCBIGene:7450,MONDO:0013304,3
3,VWF,NCBIGene:7450,MONDO:0015628,18
3,VWF,NCBIGene:7450,MONDO:0015629,14
3,VWF,NCBIGene:7450,MONDO:0015630,11
3,VWF,NCBIGene:7450,MONDO:0015631,9
3,VWF,NCBIGene:7450,MONDO:0019565,2
3,WRAP53,NCBIGene:55135,MONDO:0018875,1
4,CFTR,NCBIGene:1080,MONDO:0009061,23
4,CFTR-AS1,NCBIGene:111082987,MONDO:0009061,3
4,CFTR-AS2,NCBIGene:140577507,MONDO:0009061,5
4,LOC111674475,NCBIGene:111674475,MONDO:0009061,5
4,LOC113633877,NCBIGene:113633877,MONDO:0009061,1
